chunk_id,source,page,character_length,content
129,"Perbedaan Wakaf, Zakat, Infak, dan Sedekah - Badan Wakaf Indonesia _ BWI.go.id.pdf",1,791,"Pada dasarnya wakaf, zakat, infak, dan sedekah sama-sama merupakan suatu
pemberian (tabarru’) untuk mengharapkan pahala dan ridha Allah.
Adapun perbedaannya:
Dari sisi hukum, wakaf, infak, dan sedekah hukumnya sunnah yang jumlah, waktu, dan penerimanya
tidak ditentukan (fleksibel). Sedangkan zakat hukumnya wajib yang jumlah (nishab), waktu (haul), dan
penerimanya (mustahiq) sudah ditentukan.
Dari sisi objek pemberian, harta benda wakaf harus dijaga, dipelihara, diabadikan, dan dikelola untuk
menghasilkan manfaat yang sebesar-besarnya bagi masyarakat secara berkelanjutan. Sedangkan harta
zakat, infak, dan sedekah harus langsung disalurkan kepada masyarakat yang berhak (mustahiq).
 Wakaf Zakat Infak Sedekah
Hukum sunah wajib sunah sunah
Waktu fleksibel ditentukan fleksibel fleksibel"
130,"Perbedaan Wakaf, Zakat, Infak, dan Sedekah - Badan Wakaf Indonesia _ BWI.go.id.pdf",1,305,"Hukum sunah wajib sunah sunah
Waktu fleksibel ditentukan fleksibel fleksibel
Penerima
manfaat fleksibel Ditentukan
8 golongan fleksibel fleksibel
Harta bendanya
dikelola dulu, baru
disalurkan
manfaatnya
langsung
disalurkan
langsung
disalurkan
langsung
disalurkan
Perbedaan Wakaf, Zakat, Infak, dan Sedekah"
131,Persyaratan Pendaftaran Nazhir Wakaf Uang - Badan Wakaf Indonesia _ BWI.go.id.pdf,1,719,"Persyaratan Pendaftaran Nazhir Wakaf Uang Di Badan Wakaf Indonesia
 Berdasarkan Undang-Undang Nomor 41 Tahun 2004. Wakaf adalah perbuatan
hukum orang yang berwakaf (Wakif) untuk menyerahkan sebagian harta benda miliknya untuk
dimanfaatkan selamanya atau untuk jangka waktu tertentu sesuai dengan kepentingannya guna
keperluan ibadah atau kesejahteraan umum menurut syariah melalui pengelola (Nazhir).
Sedangkan definisi resmi Nazhir adalah pihak yang menerima harta benda wakaf dari orang yang
berwakaf (wakif) untuk dikelola dan dikembangkan sesuai dengan peruntukannya.
Baca Juga: Daftar Nazhir Wakaf Uang – Update Oktober 2019
Jenis wakaf itu bermacam-macam. Salah satunya adalah Wakaf Uang. Yang dimaksud Wakaf Uang"
132,Persyaratan Pendaftaran Nazhir Wakaf Uang - Badan Wakaf Indonesia _ BWI.go.id.pdf,1,578,"adalah wakaf berupa uang dalam bentuk rupiah yang dapat dikelola secara produktif, hasilnya
dimanfaatkan untuk penerima (Mauquf ‘Alaih).
Dalam Undang-Undang Nomor 41 Tahun 2004 Tentang Wakaf, calon Nazhir Wakaf Uang wajib
mendaftarkan diri kepada BWI dengan memenuhi persyaratan sebagai Nazhir sesuai peraturan dari
Badan Wakaf Indonesia Nomor 2 Tahun 2010 Tentang Tata Cara Pendaftaran Nazhir Wakaf Uang.
Baca Juga: Peraturan Badan Wakaf Indonesia.
Berikut Ini Berkas Persyaratan Pendaftaran Nazhir Wakaf Uang di Badan Wakaf Indonesia:
Persyaratan Pendaftaran Nazhir Wakaf Uang"
133,Persyaratan Pendaftaran Nazhir Wakaf Uang - Badan Wakaf Indonesia _ BWI.go.id.pdf,2,749,"1. Surat permohonan Nazhir wakaf uang dari ketua badan hukum yang ditujukan kepada Ketua
Badan Wakaf Indonesia (BWI)
2. Struktur kepengurusan badan hukum dan struktur lembaga wakaf
3. Daftar riwayat hidup dan photocopy kartu tanda pengenal (KTP) pengurus badan hukum dan
lembaga wakaf
4. Legalitas badan hukum (Akta Notaris dan Pengesahan Kemenkumham)
5. Surat keterangan domisili badan hukum dari kelurahan
6. Profil yayasan/lembaga, daftar inventaris harta wakaf yang dikelola, laporan pengelolaannya,
hasil pengelolaannya dan penyaluran hasilnya ke penerima (Mauquf ‘Alaih) dalam bentuk
laporan keuangan.
7. Rencana kerja penghimpunan, pengelolaan/ pengembangan wakaf uang, dan penyaluran hasil
wakaf
8. Memiliki biaya operasional minimal 30 juta"
134,Persyaratan Pendaftaran Nazhir Wakaf Uang - Badan Wakaf Indonesia _ BWI.go.id.pdf,2,437,"wakaf
8. Memiliki biaya operasional minimal 30 juta
9. Rekomendasi Lembaga Keuangan Syariah Penerima Wakaf Uang (LKS-PWU)
10. Surat pernyataan bersedia memberikan laporan pelaksanaan tugas/laporan wakaf bermaterai
ditandatangani oleh Ketua badan hukum
11. Surat pernyataan bersedia diaudit oleh BWI atau oleh akuntan publik yang ditunjuk oleh BWI
bermaterai ditandatangani oleh Ketua badan hukum.
Penulis : Taufiq Hidayat
Editor : Khayun"
135,Sejarah Awal Mula Wakaf - Badan Wakaf Indonesia _ BWI.go.id.pdf,1,772,"Dalam sejarah Islam, wakaf dikenal sejak masa Rasulullah SAW karena wakaf
disyariatkan setelah Nabi hijrah ke Madinah pada tahun kedua Hijriyah. Ada dua pendapat yang
berkembang di kalangan ahli yurisprudensi Islam (fuqaha) tentang siapa yang pertama kali
melaksanakan syariat wakaf. Menurut sebagian ulama, yang pertama kali melaksanakan wakaf adalah
Rasulullah SAW, yakni mewakafkan tanah milik Nabi SAW untuk dibangun masjid.
Pendapat ini berdasarkan hadis yang diriwayatkan oleh Umar bin Syabah dari Amr bin Sa’ad bin Mu’ad,
dan diriwayatkan dari Umar bin Syabah, dari Umar bin Sa’ad bin Muad berkata, Kami bertanya tentang
mula-mula wakaf dalam Islam? Orang Muhajirin menga takan adalah wakaf Umar, sedangkan orang-
orang Ansor mengatakan adalah wakaf Rasulullah SAW."
136,Sejarah Awal Mula Wakaf - Badan Wakaf Indonesia _ BWI.go.id.pdf,1,779,"orang Ansor mengatakan adalah wakaf Rasulullah SAW.
Pendapat sebagian ulama yang mengatakan bahwa Sayyidina Umar adalah orang pertama yang
melaksanakan syariat wakaf berdasar pada hadis yang diriwayatkan Ibnu Umar yang berkata, Bahwa
sahabat Umar RA, memperoleh sebidang tanah di Khaibar, kemudian Umar RA, menghadap Rasulullah
SAW untuk meminta petunjuk, umar berkata: ‘Hai Rasulullah SAW, saya mendapat sebi dang tanah di
Khaibar, saya belum mendapat harta sebaik itu, maka apakah yang engkau perintahkan kepadaku?’
Rasulullah SAW bersabda: Bila engkau suka, kau tahan (pokoknya) tanah itu, dan engkau sedekahkan
(hasilnya), tidak dijual, tidak dihibah kan, dan tidak diwariskan.
Ibnu Umar berkata lagi: Umar menyedekahkannya (hasil pengelolaan tanah) kepada orang-orang fakir,"
137,Sejarah Awal Mula Wakaf - Badan Wakaf Indonesia _ BWI.go.id.pdf,1,792,"kaum kerabat, hamba sahaya, sabilillah Ibnu sabil, dan tamu, dan tidak dilarang bagi yang mengelola
(nazhir) wakaf makan dari hasilnya dengan cara yang baik (sepantasnya) atau member makan orang
lain dengan tidak bermaksud menumpuk harta.
Selain Umar, Rasulullah juga mewakafkan tujuh kebun kurma di Madinah di antaranya ialah kebun A’raf
Shafiyah, Dalal, Barqah, dan lainnya. Nabi juga mewakafkan perkebunan Mukhairik, yang telah
menjadi milik beliau setelah terbunuhnya Mukhairik ketika Perang Uhud. Beliau menyisihkan sebagian
keuntungan dari perkebunan itu untuk member nafkah keluarganya selama satu tahun, sedangkan
sisanya untuk membeli kuda perang, senjata dan untuk kepentingan kaum Muslimin. Mayoritas ahli
fikih mengatakan bahwa peristiwa ini disebut wakaf.
Penulis: Taufik Hidayat"
138,Sejarah Awal Mula Wakaf - Badan Wakaf Indonesia _ BWI.go.id.pdf,1,121,"fikih mengatakan bahwa peristiwa ini disebut wakaf.
Penulis: Taufik Hidayat
Editor : Khayun Ahmad
Sejarah Awal Mula Wakaf"
139,Sejarah Perkembangan Wakaf - Badan Wakaf Indonesia _ BWI.go.id.pdf,1,764,"Ilustrasi Sejarah Perkembangan Wakaf
 Dalam sejarah Islam, Wakaf dikenal sejak masa Rasulullah SAW karena wakaf
disyariatkan setelah nabi SAW Madinah, pada tahun kedua Hijriyah. Ada dua pendapat yang
berkembang di kalangan ahli yurisprudensi Islam (fuqaha’) tentang siapa yang pertama kali
melaksanakan syariat wakaf. Menurut sebagian pendapat ulama mengatakan bahwa yang pertama kali
melaksanakan wakaf adalah Rasulullah SAW ialah wakaf tanah milik Nabi SAW untuk dibangun masjid.
Pendapat ini berdasarkan hadits yang diriwayatkan oleh Umar bin Syabah dari ‘Amr bin Sa’ad bin
Mu’ad, ia berkata: Dan diriwayatkan dari Umar bin Syabah, dari Umar bin Sa’ad bin Muad berkata:
“Kami bertanya tentang mula-mula wakaf dalam Islam? Orang Muhajirin mengatakan adalah wakaf"
140,Sejarah Perkembangan Wakaf - Badan Wakaf Indonesia _ BWI.go.id.pdf,1,746,"Umar, sedangkan orang-orang Ansor mengatakan adalah wakaf Rasulullah SAW.” (Asy-Syaukani: 129).
Rasulullah SAW pada tahun ketiga Hijriyah pernah mewakafkan ketujuh kebun kurma di Madinah;
diantaranya ialah kebon A’raf, Shafiyah, Dalal, Barqah dan kebon lainnya. Menurut pendapat sebagian
ulama mengatakan bahwa yang pertama kali melaksanakan Syariat Wakaf adalah Umar bin Khatab.
Pendapat ini berdasarkan hadits yang diriwayatkan Ibnu Umar ra, ia berkata: Dari Ibnu Umar ra,
berkata : “Bahwa sahabat Umar ra, memperoleh sebidang tanah di Khaibar, kemudian Umar ra,
menghadap Rasulullah SAW untuk meminta petunjuk, Umar berkata : “Hai Rasulullah SAW., saya
mendapat sebidang tanah di Khaibar, saya belum mendapat harta sebaik itu, maka apakah yang"
141,Sejarah Perkembangan Wakaf - Badan Wakaf Indonesia _ BWI.go.id.pdf,1,758,"engkau perintahkan kepadaku?” Rasulullah SAW. bersabda: “Bila engkau suka, kau tahan (pokoknya)
tanah itu, dan engkau sedekahkan (hasilnya), tidak dijual, tidak dihibahkan dan tidak diwariskan. Ibnu
Umar berkata: “Umar menyedekahkannya (hasil pengelolaan tanah) kepada orang-rang fakir, kaum
kerabat, hamba sahaya, sabilillah, Ibnu sabil dan tamu. Dan tidak dilarang bagi yang mengelola
(nazhir) wakaf makan dari hasilnya dengan cara yang baik (sepantasnya) atau memberi makan orang
lain dengan tidak bermaksud menumpuk harta” (HR.Muslim). Kemudian syariat wakaf yang telah
dilakukan oleh Umar bin Khatab dususul oleh Abu Thalhah yang mewakafkan kebun kesayangannya,
kebun “Bairaha”. Selanjutnya disusul oleh sahabat Nabi SAW. lainnya, seperti Abu Bakar yang"
142,Sejarah Perkembangan Wakaf - Badan Wakaf Indonesia _ BWI.go.id.pdf,1,740,"mewakafkan sebidang tanahnya di Mekkah yang diperuntukkan kepada anak keturunannya yang
datang ke Mekkah. Utsman menyedekahkan hartanya di Khaibar. Ali bin Abi Thalib mewakafkan
tanahnya yang subur. Mu’ads bin Jabal mewakafkan rumahnya, yang populer dengan sebutan “Dar Al-
Anshar”. Kemudian pelaksanaan wakaf disusul oleh Anas bin Malik, Abdullah bin Umar, Zubair bin
Awwam dan Aisyah Isri Rasulullah SAW. Praktek wakaf menjadi lebih luas pada masa dinasti Umayah
dan dinasti Abbasiyah, semua orang berduyun-duyun untuk melaksanakan wakaf, dan wakaf tidak
hanya untuk orang-orang fakir dan miskin saja, tetapi wakaf menjadi modal untuk membangun
lembaga pendidikan, membangun perpustakaan dan membayar gaji para statnya, gaji para guru dan"
143,Sejarah Perkembangan Wakaf - Badan Wakaf Indonesia _ BWI.go.id.pdf,1,403,"beasiswa untuk para siswa dan mahasiswa. Antusiasme masyarakat kepada pelaksanaan wakaf telah
menarik perhatian negara untuk mengatur pengelolaan wakaf sebagai sektor untuk membangun
solidaritas sosial dan ekonomi masyarakat. Wakaf pada mulanya hanyalah keinginan seseorang yang
ingin berbuat baik dengan kekayaan yang dimilikinya dan dikelola secara individu tanpa ada aturan
Sejarah Perkembangan Wakaf"
144,Sejarah Perkembangan Wakaf - Badan Wakaf Indonesia _ BWI.go.id.pdf,2,746,"yang pasti. Namun setelah masyarakatIslam merasakan betapa manfaatnya lembaga wakaf, maka
timbullah keinginan untuk mengatur perwakafan dengan baik. Kemudian dibentuk lembaga yang
mengatur wakaf untuk mengelola, memelihara dan menggunakan harta wakaf, baik secara umum
seperti masjid atau secara individu atau keluarga. Pada masa dinasti Umayyah yang menjadi hakim
Mesir adalah Taubah bin Ghar Al-Hadhramiy pada masa khalifah Hisyam bin Abd. Malik. Ia sangat
perhatian dan tertarik dengan pengembangan wakaf sehingga terbentuk lembaga wakaf tersendiri
sebagaimana lembaga lainnya dibawah pengawasan hakim. Lembaga wakaf inilah yang pertama kali
dilakukan dalam administrasi wakaf di Mesir, bahkan diseluruh negara Islam. Pada saat itu juga, Hakim"
145,Sejarah Perkembangan Wakaf - Badan Wakaf Indonesia _ BWI.go.id.pdf,2,742,"Taubah mendirikan lembaga wakaf di Basrah. Sejak itulah pengelolaan lembaga wakaf di bawah
Departemen Kehakiman yang dikelola dengan baik dan hasilnya disalurkan kepada yang berhak dan
yang membutuhkan. Pada masa dinasti Abbasiyah terdapat lembaga wakaf yang disebut dengan “shadr
al-Wuquuf” yang mengurus administrasi dan memilih staf pengelola lembaga wakaf. Demikian
perkembangan wakaf pada masa dinasti Umayyah dan Abbasiyah yang manfaatnya dapat dirasakan
oleh masyarakat, sehingga lembaga wakaf berkembang searah dengan pengaturan administrasinya.
Pada masa dinasti Ayyubiyah di Mesir perkembangan wakaf cukup menggembirakan, dimana hampir
semua tanah-tanah pertanian menjadi harta wakaf dan semua dikelola oleh negara dan menjadi milik"
146,Sejarah Perkembangan Wakaf - Badan Wakaf Indonesia _ BWI.go.id.pdf,2,765,"negara (baitul mal). Ketika Shalahuddin Al-Ayyuby memerintah Mesir, maka ia bermaksud mewakafkan
tanah-tanah milik negara diserahkan kepada yayasan keagamaan dan yayasan sosial sebagaimana
yang dilakukan oleh dinasti Fathimiyah sebelumnnya, meskipun secara fiqh Islam hukum mewakafkan
harta baitulmal masih berbeda pendapat di antara para ulama. Pertama kali orang yang mewakafkan
tanah milik nagara (baitul mal) kepada yayasan dan sosial adalah Raja Nuruddin Asy-Skyahid dengan
ketegasan fatwa yang dekeluarkan oleh seorang ulama pada masa itu ialah Ibnu “Ishrun dan didukung
oleh pada ulama lainnya bahwa mewakafkan harta milik negara hukumnya boleh (jawaz), dengan
argumentasi (dalil) memelihara dan menjaga kekayaan negara. Sebab harta yang menjadi milik negara"
147,Sejarah Perkembangan Wakaf - Badan Wakaf Indonesia _ BWI.go.id.pdf,2,742,"pada dasarnya tidak boleh diwakafkan. Shalahuddin Al-Ayyubi banyak mewakafkan lahan milik negara
untuk kegiatan pendidikan, seperti mewakafkan beberapa desa (qaryah) untuk pengembangan
madrasah mazhab asy-Syafi’iyah, madrasah al-Malikiyah dan madrasah mazhab al-Hanafiyah dengan
dana melalui model mewakafkan kebun dan lahan pertanian, seperti pembangunan madrasah mazhab
Syafi’iy di samping kuburan Imam Syafi’I dengan cara mewakafkan kebun pertanian dan pulau al-Fil.
Dalam rangka mensejahterakan ulama dan kepentingan misi mazhab Sunni Shalahuddin al-Ayyuby
menetapkan kebijakan (1178 M/572 H) bahwa bagi orang Kristen yang datang dari Iskandar untuk
berdagang wajib membayar bea cukai. Hasilnya dikumpulkan dan diwakafkan kepada para ahli"
148,Sejarah Perkembangan Wakaf - Badan Wakaf Indonesia _ BWI.go.id.pdf,2,747,"yurisprudensi (fuqahaa’) dan para keturunannya. Wakaf telah menjadi sarana bagi dinasti al-Ayyubiyah
untuk kepentingan politiknya dan misi alirannya ialah mazhab Sunni dan mempertahankan
kekuasaannya. Dimana harta milik negara (baitul mal) menjadi modal untuk diwakafkan demi
pengembangan mazhab Sunni dan menggusus mazhab Syi’ah yang dibawa oleh dinasti sebelumnya,
ialah dinasti Fathimiyah. Perkembangan wakaf pada masa dinasti Mamluk sangat pesat dan beraneka
ragam, sehingga apapun yang dapat diambil manfaatnya boleh diwakafkan. Akan tetapi paling banyak
yang diwakafkan pada masa itu adalah tanah pertanian dan bangunan, seperti gedung perkantoran,
penginapan dan tempat belajar. Pada masa Mamluk terdapat wakaf hamba sahaya yang di wakafkan"
149,Sejarah Perkembangan Wakaf - Badan Wakaf Indonesia _ BWI.go.id.pdf,2,748,"budak untuk memelihara masjid dan madrasah. Hal ini dilakukan pertama kali oleh pengusa dinasti
Ustmani ketika menaklukan Mesir, Sulaiman Basya yang mewakafkan budaknya untuk merawat mesjid.
Manfaat wakaf pada masa dinasti Mamluk digunakan sebagaimana tujuan wakaf, seperti wakaf
keluarga untuk kepentingan keluarga, wakaf umum untuk kepentingan sosial, membangun tempat
untuk memandikan mayat dan untuk membantu orang-orang fakir dan miskin. Yang lebih membawa
syiar islam adalah wakaf untuk sarana Harmain, ialah Mekkah dan Madinah, seperti kain ka’bah
(kiswatul ka’bah). Sebagaimana yang dilakukan oleh Raja Shaleh bin al-Nasir yang membrli desa Bisus
lalu diwakafkan untuk membiayai kiswah Ka’bah setiap tahunnya dan mengganti kain kuburan Nabi"
150,Sejarah Perkembangan Wakaf - Badan Wakaf Indonesia _ BWI.go.id.pdf,2,746,"SAW dan mimbarnya setiap lima tahun sekali. Perkembangan berikutnya yang dirasa manfaat wakaf
telah menjadi tulang punggung dalam roda ekonomi pada masa dinasti Mamluk mendapat perhatian
khusus pada masa itu meski tidak diketahui secara pasti awal mula disahkannya undang-undang
wakaf. Namun menurut berita dan berkas yang terhimpun bahwa perundang-undangan wakaf pada
dinasti Mamluk dimulai sejak Raja al-Dzahir Bibers al-Bandaq (1260-1277 M/658-676) H) di mana
dengan undang-undang tersebut Raja al-Dzahir memilih hakim dari masing-masing empat mazhab
Sunni. Pada orde al-Dzahir Bibers perwakafan dapat dibagi menjadi tiga katagori: Pendapat negara
hasil wakaf yang diberikan oleh penguasa kepada orang-orang yanbg dianggap berjasa, wakaf untuk"
151,Sejarah Perkembangan Wakaf - Badan Wakaf Indonesia _ BWI.go.id.pdf,2,764,"membantu haramain (fasilitas Mekkah dan Madinah) dan kepentingan masyarakat umum. Sejak abad
lima belas, kerajaan Turki Utsmani dapat memperluas wilayah kekuasaannya, sehingga Turki dapat
menguasai sebagian besar wilayah negara Arab. Kekuasaan politik yang diraih oleh dinasti Utsmani
secara otomatis mempermudah untuk merapkan Syari’at Islam, diantaranya ialah peraturan tentang
perwakafan. Di antara undang-undang yang dikeluarkan pada dinasti Utsmani ialah peraturan tentang
pembukuan pelaksanaan wakaf, yang dikeluarkan pada tanggal 19 Jumadil Akhir tahun 1280 Hijriyah.
Undang-undang tersebut mengatur tentang pencatatan wakaf, sertifikasi wakaf, cara pengelolaan
wakaf, upaya mencapai tujuan wakaf dan melembagakan wakaf dalam upaya realisasi wakaf dari sisi"
152,Sejarah Perkembangan Wakaf - Badan Wakaf Indonesia _ BWI.go.id.pdf,2,91,administrasi dan perundang-udangan. Pada tahun 1287 Hijriyah dikeluarkan undang-undang yang
153,Sejarah Perkembangan Wakaf - Badan Wakaf Indonesia _ BWI.go.id.pdf,3,769,"menjelaskan tentang kedudukan tanah-tanah kekuasaan Turki Utsmani dan tanah-tanah produktif yang
berstatus wakaf. Dari implementasi undang-undang tersebut di negara-negara Arab masih banyak
tanah yang berstatus wakaf dan diperaktekkan sampai saat sekarang. Sejak masa Rasulullah, masa
kekhalifahan dan masa dinasti-dinasti Islam sampai sekarang wakaf masih dilaksanakan dari waktu ke
waktu di seluruh negeri muslim, termasuk di Indonesia. Hal ini terlihat dari kenyataan bahwa lembaga
wakaf yang berasal dari agama Islam ini telah diterima (diresepsi) menjadi hukum adat bangsa
Indonesia sendiri. Disamping itu suatu kenyataan pula bahwa di Indonesia terdapat banyak benda
wakaf, baik wakaf benda bergerak atau benda tak bergerak. Kalau kita perhatikan di negara-negara"
154,Sejarah Perkembangan Wakaf - Badan Wakaf Indonesia _ BWI.go.id.pdf,3,579,"muslim lain, wakaf mendapat perhatian yang cukup sehingga wakaf menjadi amal sosial yang mampu
memberikan manfaat kepada masyarakat banyak. Dalam perjalanan sejarah wakaf terus berkembang
dan akan selalu berkembang bersamaan dengan laju perubahan jaman dengan berbagai inovasi-
inovasi yang relevan, seperti bentuk wakaf uang, wakaf Hak Kekayaan Intelektual (Haki), dan lain-lain.
Di Indonesia sendiri, saat ini wakaf kian mendapat perhatian yang cukup serius dengan diterbitkannya
Undang-undang No. 41 tahun 2004 tentang Wakaf dan PP No. 42 tahun 2006 tentang pelaksanaannya.
[]"
155,Sengketa Nazhir - Badan Wakaf Indonesia _ BWI.go.id.pdf,1,779,"Nazhir memegang peran penting sebagai pihak yang diberi amanah untuk mengelola dan
mengembangkan harta wakaf. Namun, tidak menutup kemungkinan muncul sengketa, baik karena
perbedaan pandangan, pengelolaan aset, maupun kepentingan antar pihak. Kondisi ini menuntut
adanya mekanisme penyelesaian yang tidak hanya efektif, tetapi juga tetap berlandaskan nilai-nilai
syariah.
Penyelesaian sengketa nazhir harus dimulai dengan pendekatan musyawarah untuk mufakat. Prinsip
ini menjadi fondasi utama karena mengedepankan dialog, kebersamaan, dan upaya damai tanpa
melibatkan pihak luar. Musyawarah bukan sekedar formalitas, melainkan upaya menjaga hubungan
baik sekaligus konflik secara elegan.
Apabila musyawarah tidak menghasilkan kesepakatan, maka para pihak dapat melangkah ke tahap"
156,Sengketa Nazhir - Badan Wakaf Indonesia _ BWI.go.id.pdf,1,751,"berikutnya dengan melibatkan BWI. Dalam tahap ini, BWI dapat memberikan pendapat hukum atau
solusi sebagai bentuk konsultasi awal. Bahkan, jika disepakati bersama BWI dapat berperan lebih jauh
sebagai mediator atau atau arbitrator dalam penyelesaian sengketa.
Alur penyelesaian sengketa nazhir adalah sebagai berikut
1. Musyawarah untuk mufakat sebagai langkah awal penyelesaian
2. Konsultasi ke Badan Wakaf Indonesia untuk memperoleh pandangan hukum
3. Penunjukan BWI sebagai mediator atau arbitrator jika disepakati para pihak
4. Pelaksanaan sidang maksimal 3 kali dalam 30 hari
5. Penerbitan hasil akhir berupa rekomendasi (mediasi) atau putusan (arbitrase)
Ketika BWI berperan sebagai mediator atau arbitrator, proses penyelesaian dilakukan secara"
157,Sengketa Nazhir - Badan Wakaf Indonesia _ BWI.go.id.pdf,1,596,"terstruktur melalui tiga kali persidangan. Sidang pertama mempertemukan kedua belah pihak untuk
menyampaikan argumentasi masing-masing. Sidang kedua dan ketiga dilakukan secara terpisah agar
masing-masing pihak dapat memberikan keterangan secara lebih terbuka dan mendalam.
Hasil dari proses ini bergantung pada peran yang dijalankan oleh BWI. Jika sebagai mediator, maka
BWI hanya memberikan rekomendasi yang bersifat tidak mengikat. Sebaliknya, jika bertindak sebagai
arbitrator, maka keputusan yang dihasilkan bersifat final dan wajib dipatuhi oleh para pihak yang
bersengketa.
Sengketa Nazhir"
158,Sengketa Nazhir - Badan Wakaf Indonesia _ BWI.go.id.pdf,2,717,"Ada batasan yang perlu diperhatikan. Ketika sengketa sudah masuk ke ranah hukum, baik perdata
maupun pidana, maka kewenangan penyelesaian tidak lagi berada pada BWI. Dalam kondisi tersebut,
penyelesaian beralih ke pengadilan, sementara BWI hanya dapat berperan sebagai pemberi keterangan
ahli atau regulator.
Terdapat beberapa hal penting mengenai peran BWI yang perlu diperhatikan, yaitu: 
BWI hanya terlibat penuh jika sengketa belum masuk pengadilan
Putusan arbitrase BWI bersifat final dan mengikat 
Rekomendasi mediasi bersifat anjuran (tidak wajib diikuti)
BWI dapat menjadi pihak netral yang membantu menemukan solusi
Mekanisme ini menunjukkan bahwa penyelesaian sengketa nazhir tidak hanya berfokus pada hasil"
159,Sengketa Nazhir - Badan Wakaf Indonesia _ BWI.go.id.pdf,2,743,"akhir, tetapi juga pada proses yang adil, transparan,dan terstruktur untuk memastikan bahwa
pengelolaan wakaf tetap berjalan sesuai tujuan awalnya.
Selain itu, sistem ini juga diperkuat oleh regulasi nasional seperti Undang-Undang Nomor 41 Tahun
2004 tentang Wakaf, yang menjadi dasar hukum dalam pengelolaan dan penyelesaian sengketa wakaf
di Indonesia. Dengan adanya kerangka hukum yang jelas, para pihak memiliki kepastian dalam
menyelesaikan konflik secara sah dan terarah. 
Sumber:
Badan Wakaf Indonesia. Buku Pintar Wakaf. 2021.
https://www.lib.bwi.go.id/wp-content/uploads/2021/02/Buku-Pintar-Wakaf-BWI.pdf
Undang-Undang Nomor 41 Tahun 2004 tentang Wakaf, Pasal 62 mengenai penyelesaian
sengketa wakaf.
https://peraturan.info/uu/2004/41"
160,Syarat dan Ketentuan Nazhir - Badan Wakaf Indonesia _ BWI.go.id.pdf,1,704,"Dalam perbincangan seputar wakaf, seringkali kita mendengar istilah Nazhir.
Menurut undang-undang nomor 41 tahun 2004 pasal 1 ayat (4) tentang wakaf, yang dimaksud Nazhir
yaitu pihak yang menerima harta benda wakaf dari wakif untuk dikelola dan dikembangkan sesuai
dengan peruntukannya.
Nazhir bisa perorangan atau badan hukum yang memegang amanat untuk memelihara dan mengurus
harta wakaf sesuai dengan wujud dan tujuan wakaf tersebut.
Baca Juga: Persyaratan Pendaftaran Nazhir Wakaf Uang Di Badan Wakaf Indonesia
Pada dasarnya, siapapun dapat menjadi Nazhir sepanjang ia bisa melakukan tindakan hukum. Tetapi,
karena tugas Nazhir menyangkut harta benda yang manfaatnya harus disampaikan pada pihak yang"
161,Syarat dan Ketentuan Nazhir - Badan Wakaf Indonesia _ BWI.go.id.pdf,1,751,"berhak menerimanya, maka jabatan Nazhir harus diberikan kepada orang yang mampu menjalankan
tugas itu.
Sesuai UU perwakafan yang dikeluarkan tahun 2004, Syarat-syarat menjadi Nazhir Perorangan adalah
sebagai berikut:
1. Warga negara Indonesia,
2. Beragama Islam,
3. Dewasa,
4. Amanah,
5. Mampu secara jasmani dan rohani, serta
6. Tidak terhalang melakukan perbuatan hukum
Sedangkan untuk Nazhir organisasi syaratnya adalah:
1. Pengurus organisasi yang bersangkutan memenuhi syarat-syarat nadzir perorangan,
2. Organisasi yang bersangkutan bergerak di bidang sosial, pendidikan, kemasyarakatan dan
atau keagamaan Islam.
Sedangkan syarat untuk Nazhir badan hukum adalah:
1. Pengurus organisasi yang bersangkutan memenuhi syarat-syarat nadzir perorangan,"
162,Syarat dan Ketentuan Nazhir - Badan Wakaf Indonesia _ BWI.go.id.pdf,1,653,"2. Badan hukum Indonesia yang dibentuk sesuai dengan peraturan perundang-undangan yang
berlaku, dan
3. Organisasi yang bersangkutan bergerak di bidang sosial, pendidikan, kemasyarakatan dan
atau keagamaan Islam.
Baca Juga: Daftar Nazhir Wakaf Uang – Update Oktober 2019
Nazhir baik perorangan, organisasi atau badan hukum harus terdaftar pada kementerian yang
menangani wakaf dan badan wakaf Indonesia. Dengan demikian, nadzir perorangan, organisasi
maupun badan hukum diharuskan warga negara Indonesia. Oleh karena itu, warga negara asing,
organisasi asing dan badan hukum asing tidak bisa menjadi nadzir wakaf di Indonesia.
Syarat dan Ketentuan Nazhir"
163,Tata Cara Berwakaf Tanah - Badan Wakaf Indonesia _ BWI.go.id.pdf,1,756,"Tata cara berwakaf tanah sebagai berikut:
1. Wakif atau kuasanya datang menghadap Kepala Kantor Urusan Agama (KUA) selaku pejabat
pembuat akta ikrar wakaf (PPAIW) dengan membawa:
1. dokumen asli kepemilikan tanah;
2. surat keterangan tidak dalam sengketa/perkara, tidak terbebani segala jenis sitaan,
atau tidak dijaminkan dari instansi yang berwenang;
3. nama dan identitas diri (KTP) wakif, nazhir, dan saksi
2. Wakif atau kuasanya mengucapkan ikrar wakaf kepada nazhir dengan disaksikan oleh dua
orang saksi di hadapan pejabat pembuat akta ikrar wakaf tanah, yaitu kepala KUA.
3. PPAIW menerbitkan akta ikrar wakaf (AIW) rangkap 7 (tujuh) untuk disampaikan kepada:
1. Wakif,
2. Nazhir,
3. Mauquf alaih,
4. Kepala Kantor Kementerian Agama Kabupaten/Kota,"
